codigo,nombre,categoria,tecnologia,estado,departamento,municipio,ubicaci_n,altitud,longitud,latitud,fecha_instalacion,area_operativa,area_hidrografica,zona_hidrografica,subzona_hidrografica,entidad,corriente,fecha_suspension,nombre_norm
0021205420,TIBAITATA [21205420],Agrometeorológica,"Automática con Telemetría, Convencional",Activa,Cundinamarca,Mosquera,"{'latitude': '-74.205626', 'longitude': '4.688662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2543,-74.205626,4.688662,15/03/1954,Area Operativa 11 - Cundinamarca-Amazonas,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,,,tibaitata [21205420]
